id,timestamp,source,rating,feedback_text
1017,2024-01-15 07:14:04,support_ticket,3,Works fine for me most of the time
2452,2024-01-26 11:50:05,support_ticket,,"Double deduction on my card for order, need this reversed asap. This is the fourth time."
2147,09/02/2024,survey_comment,1,Waited two hours and the order was finally cancelled by the app (order #831618)!!!!
1920,,support_ticket,1,Search bar shows no results even for items that exist. This is the first time.
1291,Mar 20 2024,app_store_review,1,Login button does nothing on the latest update (order #567676)
1525,,survey_comment,3,Order marked delivered but nothing arrived at my place
1667,"February 24, 2024",survey_comment,,Search bar shows no results even for items that exist (order #952924)
1504,2024-01-18,survey_comment,3,My order arrived almost an hour late and the food was cold (order #673929)
1563,02/03/2024,survey_comment,,"It is okay, nothing special"
1869,2024-01-13,app_store_review,2,App stuck on loading screen for 5 minutes then closed (order #102342)
1195,24-Jan-24,app_store_review,1,Delivery person was rude and threw the bag on the floor Agent Neha was handling it.
2611,01/16/2024,support_ticket,,Please add more vegan restaurants to the platform
2779,"March 26, 2024",support_ticket,5,"Super easy to use and quick checkout, well done team - my milk order in Mumbai"
2462,08/01/2024,survey_comment,1,The map screen freezes and I cannot place an order (order #322623)
2396,,app_store_review,4,"Super easy to use and quick checkout, well done team"
2148,,support_ticket,,Order marked delivered but nothing arrived at my place (order #884346)
2313,,app_store_review,1,"Cannot add address, the save button is greyed out - my burger order in Mumbai"
1157,Feb 22 2024,app_store_review,,"My refund still hasn't come after 10 days, this is ridiculous - my sushi order in Pune"
1314,07/01/2024,survey_comment,3,meh!!!!
1815,2024-02-08 01:58:52,survey_comment,5,"Great experience overall, food always fresh Agent Neha was handling it."
2262,,survey_comment,1,Order marked delivered but nothing arrived at my place (order #248249)
2143,Mar 9 2024,survey_comment,,"Great experience overall, food always fresh. This is the second time."
2008,01/03/2024,app_store_review,1,The suppooort agent was very helpful and solved my issue quickly. This is the second time.
2797,2024-01-21,app_store_review,,"great experience overall, food always fresh"
2758,12-Mar-24,support_ticket,5,"Looove this app, ordering is so smooth and fast (order #941356)"
2705,2024-02-12 09:39:04,app_store_review,,Pedido llego tarde y faltaban articulos
1121,2024-01-23 16:35:53,support_ticket,2,"DOUBLE DEDUCTION ON MY CARD FOR ORDER, NEED THIS REVERSED ASAP AGENT ANIL WAS HANDLING IT."
1759,02/21/2024,support_ticket,2,App keeps crashing every time I open the cart (order #426806)
1966,18/02/2024,survey_comment,1,Thank you to the agent Priya who handled my complaint so well (order #322481)
2051,2024-02-16 19:01:10,support_ticket,5,"Great experience overall, food always fresh"
2097,23/01/2024,support_ticket,2,"Items were missing from my delivery, got only half the order - my pizza order in Bangalore"
1597,"February 26, 2024",app_store_review,2,Chat support gave me copy paste answers that did not help - my sushi order in Hyderabad
1705,,survey_comment,,"My refund still hasn't come after 10 days, this is ridiculous (order #223794)"
1141,01/11/2024,support_ticket,1,Got charged for a subscription I cancelled last month (order #185569)
2745,2024-02-19,survey_comment,,   
1324,12/01/2024,app_store_review,,Waited two hours and the order was finally cancelled by the app (order #597635)
1492,23-Mar-24,app_store_review,,"Great experience overall, food always fresh (order #917707)"
2155,12-Jan-24,survey_comment,1,Search bar shows no results even for items that exist (order #755879)
1553,11/03/2024,support_ticket,5,"Best delivery service in my city, never had an issue Agent Meera was handling it."
1594,"March 4, 2024",survey_comment,,WHY IS THERE A SERVICE FEE I NEVER AGREED TO ON MY BILL (ORDER #180685)
1599,Feb 2 2024,app_store_review,3,"Average experience, could be better!!!!"
1864,"January 28, 2024",support_ticket,,The support agent was very helpful and solved my issue quickly
1128,2024-01-17,support_ticket,,Delivery person was rude and threw the bag on the floor
2305,2024-01-03,app_store_review,3,"My refund still hasn't cooome after 10 days, this is ridiculous (order #245453)"
2181,11-Mar-24,survey_comment,5,"Best delivery service in my city, never had an issue"
2026,,app_store_review,3,ok i guess
1873,22-Feb-24,support_ticket,1,"ITEMS WERE MISSING FROM MY DELIVERY, GOT ONLY HALF THE ORDER. THIS IS THE THIRD TIME."
1426,Mar 16 2024,app_store_review,,meh
1990,2024-02-18 21:31:16,app_store_review,5,"Love this app, ordering is so smooth and fast - my milk order in Hyderabad"
1414,"February 20, 2024",app_store_review,1,My order arrived almost an hour late and the food was cold
2466,Jan 14 2024,survey_comment,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM (ORDER #842561)"
2017,"February 16, 2024",support_ticket,3,WHY IS THERE A SERVICE FEE I NEVER AGREED TO ON MY BILL (ORDER #797576)
1331,"March 2, 2024",app_store_review,3,Delivery person was rude and threw the bag on the floor (order #538897)
2682,2024-01-01 20:36:10,survey_comment,1,"App bahut acchi hai, bahut fast hai"
1823,2024-01-01,support_ticket,1,"My refund still hasn't come after 10 days, this is ridiculous - my burger order in Hyderabad"
1532,2024-02-25,support_ticket,2,The new version drains my battery so fast (order #214027)
1663,2024-02-26 06:05:26,support_ticket,,"Items were missing from my delivery, got only half the order (order #820861)"
1991,2024-01-16,support_ticket,2,Got charged for a subscription I cancelled last month - my milk order in Delhi
2746,02-Jan-24,app_store_review,,   
1904,17-Feb-24,support_ticket,,ok i guess!!!!
2159,03/02/2024,survey_comment,,"Super easy to use and quick checkout, well done team"
1210,"February 12, 2024",survey_comment,2,Waited two hours and the order was finally cancelled by the app - my sushi order in Kolkata
2698,2024-02-14 17:20:34,app_store_review,2,Le livreur etait tres impoli et la commande etait froide
1382,Jan 18 2024,app_store_review,,  Order marked delivered but nothing arrived at my place (order #176806)   
1144,03/21/2024,app_store_review,4,"Super easy to use and quick checkout, well done team (order #977330)"
1693,"March 5, 2024",support_ticket,3,"It is oookay, nothing special"
2067,17/01/2024,survey_comment,1,My order arrived almost an hour late and the food was cold - my fruits order in Delhi
2535,Mar 10 2024,app_store_review,5,"Wonderful, charged me twice, exactly what I wanted today"
2339,15-Jan-24,support_ticket,5,"Great experience overall, food always fresh - my milk order in Bangalore"
1252,03/09/2024,app_store_review,2,Order marked delivered but nothing arrived at my place
1846,22-Jan-24,app_store_review,3,Customer care kept me on hold for 40 minutes then disconnected Agent Neha was handling it.
1169,2024-02-17 07:13:37,support_ticket,1,  Waited two hours and the order was finally cancelled by the app - my fruits order in Hyderabad   
2293,,survey_comment,1,Login button does nothing on the latest update!!!!
1540,Mar 28 2024,app_store_review,,"Super easy to use and quick checkout, well done team - my biryani order in Hyderabad"
2519,"February 25, 2024",app_store_review,5,"Brilliant, my refund is 'on the way' for the third week now, lovely!!!!"
2386,,survey_comment,3,The stooore staff was friendly when I picked up my order
1987,,app_store_review,2,  Search bar shows no results even for items that exist (order #814544)   
2073,02/21/2024,app_store_review,2,The new version drains my battery so fast Agent Neha was handling it.
2196,"February 8, 2024",survey_comment,1,Delivery person was rude and threw the bag on the floor (order #968454)
2379,Mar 14 2024,app_store_review,2,Customer care kept me on hold for 40 minutes then disconnected Agent Anil was handling it.
2307,2024-03-10,app_store_review,,ok i guess
1890,Mar 15 2024,app_store_review,2,Login button does nothing on the latest update. This is the first time.
1443,25-Feb-24,app_store_review,1,  Why is there a service fee I never agreed to on my bill - my sushi order in Delhi   
2415,07/02/2024,support_ticket,,  meh   
1137,Feb 26 2024,app_store_review,3,Food was spilled all over the bag when it reached me - my burger order in Hyderabad
1696,,support_ticket,,"  Five stars, the app is fantastic and reliable. This is the third time.   "
2461,Jan 20 2024,app_store_review,2,The map screen freezes and I cannot place an order
1932,25/02/2024,app_store_review,1,Thank you to the agent Priya who handled my complaint so well (order #289030)
1448,2024-02-12 22:50:02,support_ticket,1,"I was charged twice for the same order, please refund the extra amount - my milk order in Hyderabad"
1767,26-Feb-24,survey_comment,,Works fine for me most of the time
1386,2024-03-18 02:19:13,support_ticket,1,"Items were missing from my delivery, got only half the order (order #105274)"
1039,Mar 11 2024,survey_comment,2,"Package was left at the wrong door, I never received it - my groceries order in Chennai"
1895,07-Mar-24,support_ticket,,Nobody from support replied to my three emails (order #563664)
1069,10/03/2024,support_ticket,,Works fine for me most of the time
1655,01/22/2024,app_store_review,,Works fine for me most of the time
1628,13/02/2024,support_ticket,1,My order arrived almost an hour late and the food was cold
1358,,app_store_review,1,  Thank you to the agent Priya who handled my complaint so well   
2244,,app_store_review,2,"Package was left at the wrong door, I never received it (order #336802)"
2023,,app_store_review,5,"Five stars, the app is fantastic and reliable"
1952,01/18/2024,app_store_review,3,"  I was charged twice for the same order, please refund the extra amount. This is the second time.   "
1036,09-Jan-24,survey_comment,,Search bar shooows no results even for items that exist (order #792094)
1795,"January 9, 2024",survey_comment,3,The new version drains my battery so fast (order #804005)
1106,05/03/2024,app_store_review,1,Payment failed but money got deducted from my account. This is the first time.!!!!
2733,20-Mar-24,app_store_review,,  	  
1721,16/03/2024,survey_comment,3,"Average experience, could be better!!!!"
1330,2024-03-13,survey_comment,2,Payment failed but money got deducted from my account
2609,2024-03-15,survey_comment,,Is there a referral program for inviting friends
2324,Feb 16 2024,support_ticket,2,Driver could not find my building and just cancelled - my biryani order in Delhi
2534,2024-01-22 12:23:39,app_store_review,4,"Brilliant, my refund is 'on the way' for the third week now, lovely"
1364,,support_ticket,,OK I GUESS
2124,02/19/2024,app_store_review,,Payment failed but money got deducted from my account Agent Rahul was handling it.
1949,18-Feb-24,support_ticket,5,"Five stars, the app is fantastic and reliable - my biryani order in Delhi"
2629,2024-03-28 10:01:39,app_store_review,3,....
1748,2024-03-14 21:41:03,app_store_review,1,Nobody from support replied to my three emails (order #687324)
1445,Mar 26 2024,app_store_review,2,The map screen freezes and I cannot place an order - my burger order in Delhi
2634,2024-02-11 14:06:20,support_ticket,,....
1117,2024-02-15 05:23:19,survey_comment,,"Love this app, ordering is so smooth and fast (order #656251)"
1043,08/02/2024,app_store_review,1,Customer care kept me on hold for 40 minutes then disconnected!!!!
2616,03/11/2024,survey_comment,,"Random question, who designed your logo it looks nice"
2637,01/02/2024,survey_comment,3,?????
1166,2024-03-11 10:46:55,app_store_review,5,"Best delivery service in my city, never had an issue - my sushi ooorder in Hyderabad"
1713,03/13/2024,survey_comment,,"  It is okay, nothing special   "
1804,08/01/2024,app_store_review,1,"Cannot add address, the save button is greyed out - my burger order in Delhi"
2394,Feb 8 2024,app_store_review,2,The invoice amount does not match what the app showed me (order #581827)
2443,2024-02-25,app_store_review,3,ok i guess
2021,03/03/2024,support_ticket,5,"Super easy to use and quick checkout, well done team"
1925,"March 2, 2024",survey_comment,,"Great experience overall, food always fresh (order #753756)"
2511,03/25/2024,app_store_review,5,"Perfect, the app froze again, what a wonderful feature"
1417,25-Feb-24,survey_comment,,APP KEEPS CRASHING EVERY TIME I OPEN THE CART - MY PIZZA ORDER IN MUMBAI
2709,2024-03-26,app_store_review,5,Payment failed but money got deducted from my account
1155,13/02/2024,support_ticket,,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE - MY GROCERIES ORDER IN DELHI
1079,14/01/2024,app_store_review,2,Payment failed but money got deducted from my account Agent Sana was handling it.
2439,01/14/2024,support_ticket,,Login button does nothing on the latest update (order #921251)!!!!
2658,Jan 1 2024,app_store_review,1,aaaaaaaaaaaaaaa
1534,19-Mar-24,survey_comment,,"Cannot add address, the save button is greyed out (order #814622)"
1797,"January 25, 2024",support_ticket,,"  Super easy to use and quick checkout, well done team (order #104892)   "
2048,Mar 18 2024,app_store_review,1,Customer care kept me on hold for 40 minutes then disconnected Agent Arjun was handling it.
2693,2024-03-21,survey_comment,,"App bahut acchi hai, bahut fast hai"
1168,"February 27, 2024",support_ticket,2,The new version drains my battery so fast
2768,11/03/2024,app_store_review,1,My order arrived almost an hour late and the food was cold - my thali order in Mumbai
1691,,app_store_review,1,My order arrived almost an hour late and the food was cold - my pizza order in Mumbai
1427,03/02/2024,app_store_review,2,Login button does nothing on the latest update (order #938095)
2074,20/02/2024,support_ticket,,"Great experience overall, food always fresh Agent Arjun was handling it."
1843,24/03/2024,survey_comment,5,"Great experience oooverall, food always fresh"
2331,2024-01-27,survey_comment,2,The invoice amount does not match what the app showed me. This is the fourth time.!!!!
2286,2024-03-28 21:50:39,app_store_review,5,"Best delivery service in my city, never had an issue (ooorder #847204)"
1405,20-Mar-24,support_ticket,1,Chat support gave me copy paste answers that did not help (order #818894)
2810,Feb 17 2024,app_store_review,,  The new version drains my battery so fast. This is the fourth time.
1595,,survey_comment,3,"It is okay, nothing special"
2527,18/01/2024,app_store_review,5,"Perfect, the app froze again, what a wonderful feature"
1313,03/13/2024,support_ticket,4,"Super easy to use and quick checkout, well done team. This is the second time."
2426,2024-02-20 21:04:49,support_ticket,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM. THIS IS THE THIRD TIME."
1132,21-Feb-24,app_store_review,3,Delivery person was rude and threw the bag on the floor - my milk order in Chennai
1147,,survey_comment,,THE MAP SCREEN FREEZES AND I CANNOT PLACE AN ORDER AGENT VIKRAM WAS HANDLING IT.
2518,Feb 3 2024,app_store_review,5,"WONDERFUL, CHARGED ME TWICE, EXACTLY WHAT I WANTED TODAY"
1490,Feb 10 2024,support_ticket,1,Got charged for a subscription I cancelled last month
1239,02/01/2024,survey_comment,1,"Double deduction on my card for order, need this reversed asap - my fruits order in Pune"
1391,15/02/2024,support_ticket,,"Best delivery service in my city, never had an issue Agent Vikram was handling it."
1531,04/03/2024,app_store_review,1,The store staff was friendly when I picked up my order
1197,02/15/2024,survey_comment,,meh
1288,Mar 21 2024,support_ticket,3,Payment failed but money got deducted from my account (order #963684)
2157,"January 15, 2024",support_ticket,1,"My refund still hasn't cooome after 10 days, this is ridiculous"
1202,2024-03-08 18:20:36,support_ticket,,Search bar shows no results even for items that exist Agent Priya was handling it.!!!!
2062,,app_store_review,1,Why is there a service fee I never agreed to on my bill Agent Rahul was handling it.!!!!
2778,2024-01-10 01:30:59,support_ticket,3,"Average experience, could be better"
1894,Mar 4 2024,survey_comment,2,App stuck on loading screen for 5 minutes then closed (order #116398)
1444,14-Feb-24,app_store_review,2,The support agent was very helpful and solved my issue quickly. This is the second time.
1661,2024-02-01 06:40:19,survey_comment,5,"Love this app, ordering is so smooth and fast. This is the second time."
1257,,support_ticket,,App stuck on loading screen for 5 minutes then closed - my biryani order in Delhi
2773,2024-02-24 08:00:10,survey_comment,,Works fine for me most of the time
1502,Jan 5 2024,support_ticket,1,Coupon SAVE50 did not apply at checkout and I paid full price - my sushi order in Bangalore
2350,26-Jan-24,survey_comment,,"Love this app, ordering is so smooth and fast Agent Meera was handling it."
1684,16/02/2024,app_store_review,1,Got charged for a subscription I cancelled last month. This is the fourth time.
1104,"March 3, 2024",app_store_review,5,"Best delivery service in my city, never had an issue"
1429,20-Feb-24,support_ticket,1,Delivery person was rude and threw the bag on the floor (order #375617)
1078,,support_ticket,2,Waited twooo hours and the order was finally cancelled by the app. This is the first time.
2231,2024-02-24 08:40:32,app_store_review,3,Food was spilled all over the bag when it reached me - my groceries order in Kolkata
2172,Jan 15 2024,support_ticket,3,"Average experience, could be better"
1940,2024-02-21,support_ticket,2,My order arrived almost an hour late and the food was cold
2177,18/03/2024,support_ticket,3,"Average experience, could be better"
2739,27-Mar-24,support_ticket,,  	  
1278,2024-01-11 17:29:00,support_ticket,,"Double deduction on my card for order, need this reversed asap"
2191,,support_ticket,2,App stuck on loading screen for 5 minutes then closed (order #883968)
1867,2024-03-22 07:11:04,support_ticket,2,Nobody from support replied to my three emails Agent Priya was handling it.
2130,2024-01-25,survey_comment,2,Driver could not find my building and just cancelled - my pizza order in Mumbai
2677,,survey_comment,2,La aplicacion se cierra sola cada vez que intento pagar
2085,07-Mar-24,survey_comment,,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE"
2088,Feb 15 2024,app_store_review,5,"Super easy to use and quick checkout, well done team (order #126101)"
2483,08-Feb-24,survey_comment,2,My order arrived almost an hour late and the food was cold Agent Rahul was handling it.
1021,03/07/2024,app_store_review,2,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE
2748,19/01/2024,survey_comment,,  	  
2044,Jan 13 2024,survey_comment,3,ok i guess
1421,28/01/2024,app_store_review,2,Customer care kept me on hold for 40 minutes then disconnected Agent Arjun was handling it.
1038,2024-02-04,survey_comment,2,Chat support gave me copy paste answers that did not help Agent Vikram was handling it.
2330,18-Feb-24,survey_comment,,  Login button does nothing on the latest update - my pizza order in Pune   
1362,06-Feb-24,support_ticket,4,"Great experience overall, food always fresh. This is the third time."
1473,2024-03-11,survey_comment,5,"  Super easy to use and quick checkout, well done team (order #649855)   "
1570,2024-01-11 01:37:11,support_ticket,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM - MY THALI ORDER IN BANGALORE"
1839,03/23/2024,app_store_review,5,"Best delivery service in my city, never had an issue"
1750,"January 11, 2024",survey_comment,2,  The new version drains my battery so fast. This is the third time.   
2594,03/28/2024,survey_comment,,What are your office timings on weekends
2496,26/01/2024,support_ticket,2,"Items were missing from my delivery, got only half the order (order #288526)"
1410,Jan 12 2024,app_store_review,1,My order arrived almost an hour late and the food was cold - my burger order in Chennai
1300,2024-03-06 17:44:56,support_ticket,5,"Super easy to use and quick checkout, well done team"
1204,Mar 11 2024,app_store_review,2,Nobody from support replied to my three emails - my milk order in Chennai
2697,27/01/2024,support_ticket,,"App bahut acchi hai, bahut fast hai"
1236,Feb 26 2024,support_ticket,,meh
1862,03/22/2024,app_store_review,3,Works fine for me most of the time
1526,02/25/2024,survey_comment,3,"Double deduction on my card for order, need this reversed asap (order #425469)"
2775,"February 13, 2024",support_ticket,4,"Best delivery service in my city, never had an issue (order #292843)"
1305,"February 27, 2024",support_ticket,3,Works fine for me most of the time
2680,09/02/2024,survey_comment,1,"Mera refund abhi tak nahi aaya, bahut bura service hai"
2559,"January 24, 2024",survey_comment,1,Login keeps failing and when I finally got in the coupon did not apply either
1938,01/07/2024,app_store_review,2,Food was spilled all over the bag when it reached me
1347,,support_ticket,3,Works fine for me most of the time
1511,"March 12, 2024",survey_comment,5,"Five stars, the app is fantastic and reliable"
2319,Mar 10 2024,survey_comment,1,"Cannot add address, the save button is greyed out"
1745,"March 23, 2024",survey_comment,1,"  Cannot add address, the save button is greyed out   "
2581,,support_ticket,2,"Driver was rude and items were missing, also the refund never came"
1512,2024-02-11,support_ticket,3,  The map screen freezes and I cannot place an order - my milk order in Kolkata   
1214,,survey_comment,2,"  Package was left at the wrong door, I never received it (order #258366)   "
1541,,survey_comment,3,ok i guess
2761,08/01/2024,survey_comment,1,The map screen freezes and I cannot place an order (order #322623)
2276,"February 5, 2024",support_ticket,3,"My refund still hasn't come after 10 days, this is ridiculous (order #745210)"
1583,27-Feb-24,survey_comment,1,Waited two hours and the order was finally cancelled by the app
1100,01/16/2024,app_store_review,,The new version drains my battery so fast (order #147549)
1433,2024-02-04 23:21:16,app_store_review,3,Why is there a service fee I never agreed to on my bill (order #953350)
2676,2024-03-26 03:08:50,app_store_review,1,"Mera refund abhi tak nahi aaya, bahut bura service hai"
1053,2024-01-16 23:34:03,support_ticket,1,The new version drains my battery so fast (order #972335)
2388,"February 19, 2024",app_store_review,2,Coupon SAVE50 did not apply at checkout and I paid full price
2405,2024-01-18 14:35:48,survey_comment,5,"Love this app, ordering is so smooth and fast Agent Sana was handling it."
2642,2024-03-11 13:26:03,survey_comment,,😡😡😡😡
2689,,support_ticket,1,"App bahut acchi hai, bahut fast hai"
1067,2024-02-13,support_ticket,1,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD (ORDER #600935)
1625,2024-03-07 07:26:07,support_ticket,1,The support agent was very helpful and solved my issue quickly (order #472058)
